Contributors,Currency,Age,Relationship,Children,Additional Children,Amount to retire,FI rate,Retire age,Wage
1,United States Dollars (USD),36-40,"Single, never married",,,1000000.0,70.0,41-45,282529.0
1,United States Dollars (USD),61-65,Married,2.0,0.0,1000000.0,50.0,61-65,145000.0
2,United States Dollars (USD),31-35,Married,,3.0,,,,
1,United States Dollars (USD),41-45,Married,2.0,0.0,,,,
1,United States Dollars (USD),41-45,Married,1.0,1.0,2800000.0,50.0,46-50,415000.0
1,United States Dollars (USD),36-40,Divorced,,,,,,
2,United States Dollars (USD),36-40,Married,2.0,0.0,3000000.0,60.0,46-50,29000.0
1,United States Dollars (USD),36-40,"Single, never married",,,2500000.0,40.0,51-55,
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,,,,
1,United States Dollars (USD),31-35,"Single, never married",,,2500000.0,20.0,41-45,130000.0
2,United States Dollars (USD),31-35,Married,1.0,2.0,750000.0,15.0,51-55,140000.0
1,United States Dollars (USD),36-40,Married,3.0,0.0,,,,
1,United States Dollars (USD),41-45,"Single, never married",,,,,51-55,52000.0
1,United States Dollars (USD),36-40,Married,3.0,0.0,3000000.0,7.0,36-40,343264.0
2,United States Dollars (USD),36-40,Married,,,1000000.0,35.0,46-50,200000.0
1,United States Dollars (USD),36-40,Married,2.0,0.0,1750000.0,62.0,41-45,235000.0
1,United States Dollars (USD),36-40,"In a relationship, but not married",,,2400000.0,62.5,46-50,240000.0
1,United States Dollars (USD),,,,,,,,
1,United States Dollars (USD),36-40,"Single, never married",,,,,41-45,350000.0
2,United States Dollars (USD),31-35,Married,,,2000000.0,5.0,51-55,135000.0
2,United States Dollars (USD),31-35,Married,2.0,0.0,3000000.0,20.0,51-55,195000.0
2,United States Dollars (USD),36-40,Married,2.0,1.0,3500000.0,30.0,41-45,
2,United States Dollars (USD),<20,"Single, never married",,,,,,
1,United States Dollars (USD),31-35,"Single, never married",,,1100000.0,86.0,31-35,100000.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,3000000.0,37.0,51-55,
1,United States Dollars (USD),31-35,"Single, never married",,,1700000.0,30.0,41-45,175000.0
1,United States Dollars (USD),41-45,Married,1.0,0.0,3000000.0,30.0,56-60,247000.0
2,United States Dollars (USD),31-35,Married,1.0,,,,,
2,United States Dollars (USD),26-30,Married,,3.0,,,,
2,United States Dollars (USD),36-40,Married,1.0,1.0,,,,
1,United States Dollars (USD),36-40,"In a relationship, but not married",,,2000000.0,45.0,46-50,
1,United States Dollars (USD),36-40,"In a relationship, but not married",,3.0,4950000.0,4.0,51-55,110000.0
1,United States Dollars (USD),46-50,Divorced - Remarried,,,,,51-55,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,4.0,2500000.0,0.24,41-45,81500.0
1,United States Dollars (USD),26-30,"Single, never married",,,4000000.0,15.0,56-60,105000.0
2,United States Dollars (USD),36-40,Married,1.0,0.0,,,,1000000.0
2,United States Dollars (USD),41-45,Married,1.0,0.0,5000000.0,12.0,56-60,160000.0
2,United States Dollars (USD),36-40,Married,,2.0,5000000.0,15.0,51-55,
1,United States Dollars (USD),26-30,"Single, never married",,,,,31-35,220000.0
2,United States Dollars (USD),36-40,Married,1.0,0.0,1275000.0,14.0,56-60,174637.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,5000000.0,12.0,46-50,250000.0
2,United States Dollars (USD),46-50,Married,5.0,0.0,,,,
1,United States Dollars (USD),21-25,"Single, never married",,,3000000.0,3.0,46-50,78000.0
1,United States Dollars (USD),26-30,"Single, never married",,,2000000.0,5.0,56-60,
1,United States Dollars (USD),36-40,"In a relationship, but not married",,,1500000.0,43.0,46-50,
2,United States Dollars (USD),46-50,Married,5.0,0.0,,,61-65,206000.0
2,United States Dollars (USD),36-40,Married,1.0,0.0,4000000.0,40.0,41-45,325000.0
1,United States Dollars (USD),46-50,"In a relationship, but not married",,,,,,
1,United States Dollars (USD),36-40,"Single, never married",,,2000000.0,25.0,41-45,425000.0
1,United States Dollars (USD),66-70,Widowed,1.0,0.0,,,,
1,United States Dollars (USD),41-45,Married,2.0,0.0,3000000.0,50.0,56-60,560000.0
1,United States Dollars (USD),21-25,"In a relationship, but not married",,2.0,500000.0,10.0,Undecided,
2,United States Dollars (USD),26-30,Married,,2.0,2000000.0,25.0,56-60,246000.0
2,United States Dollars (USD),31-35,Married,,2.0,1500000.0,20.0,51-55,195000.0
2,Canadian Dollars (CAD),26-30,Married,,2.0,3000000.0,40.0,51-55,213750.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,750000.0,55.0,36-40,100000.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,,,Undecided,294600.0
2,United States Dollars (USD),36-40,Divorced - Remarried,1.0,1.0,3000000.0,27.3,51-55,
2,United States Dollars (USD),31-35,Married,,,2600000.0,20.0,41-45,129458.0
2,United States Dollars (USD),41-45,Married,1.0,0.0,2500000.0,60.0,51-55,300000.0
1,British Pound Sterling (GBP),46-50,Married,2.0,0.0,2600000.0,60.0,51-55,
2,United States Dollars (USD),31-35,"In a relationship, but not married",,,1500000.0,16.0,46-50,283000.0
1,United States Dollars (USD),26-30,Married,,,1250000.0,6.0,41-45,100000.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,4000000.0,10.0,61-65,220000.0
1,United States Dollars (USD),21-25,"In a relationship, but not married",,2.0,2500000.0,4.5,51-55,110000.0
1,United States Dollars (USD),36-40,Married,2.0,2.0,1500000.0,33.0,51-55,
2,United States Dollars (USD),31-35,Married,1.0,2.0,3500000.0,82.0,36-40,280000.0
2,Euros (EUR),36-40,Married,1.0,0.0,935000.0000000001,90.0,41-45,
2,United States Dollars (USD),36-40,Married,1.0,1.0,2000000.0,20.0,51-55,125000.0
2,United States Dollars (USD),26-30,Married,,2.0,2800000.0,11.0,46-50,180000.0
2,United States Dollars (USD),31-35,Married,,,1800000.0,30.0,46-50,150000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,2500000.0,34.0,41-45,210000.0
2,United States Dollars (USD),,,,,,,,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,1500000.0,80.0,36-40,138000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,,,,
2,United States Dollars (USD),26-30,"In a relationship, but not married",,3.0,,,,
1,United States Dollars (USD),31-35,"Single, never married",,,2000000.0,25.0,36-40,100000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,3500000.0,4.0,56-60,87000.0
2,United States Dollars (USD),41-45,Married,,,,,,
1,United States Dollars (USD),46-50,"Single, never married",,,875000.0,95.0,46-50,105500.0
2,United States Dollars (USD),31-35,Married,,,1000000.0,120.0,36-40,
1,United States Dollars (USD),31-35,"Single, never married",,,,,41-45,165000.0
1,United States Dollars (USD),36-40,"Divorced - In a relationship, but not married",,,,,41-45,195000.0
1,United States Dollars (USD),21-25,"Single, never married",,,2000000.0,10.0,41-45,190000.0
2,United States Dollars (USD),26-30,Married,,3.0,,,,
2,United States Dollars (USD),26-30,Married,,2.0,6000000.0,8.0,56-60,
2,United States Dollars (USD),36-40,Married,2.0,0.0,,,,
2,United States Dollars (USD),31-35,Married,1.0,0.0,,,46-50,350000.0
2,United States Dollars (USD),26-30,Married,,3.0,,,,
2,United States Dollars (USD),31-35,Married,1.0,1.0,2500000.0,30.0,41-45,300000.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,1500000.0,50.0,51-55,
2,Canadian Dollars (CAD),41-45,Married,,,1500000.0,60.0,46-50,150000.0
2,United States Dollars (USD),26-30,"In a relationship, but not married",,1.0,2000000.0,7.5,46-50,
2,United States Dollars (USD),36-40,Married,,,4000000.0,70.0,41-45,180000.0
2,Canadian Dollars (CAD),41-45,Married,,,2250000.0,10.0,51-55,
1,United States Dollars (USD),56-60,Married,2.0,0.0,,,,
1,United States Dollars (USD),56-60,Married,2.0,0.0,,,,
2,United States Dollars (USD),36-40,"In a relationship, but not married",,,1500000.0,7.0,56-60,90000.0
1,United States Dollars (USD),56-60,Married,2.0,0.0,,,56-60,
1,United States Dollars (USD),51-55,"Single, never married",,,,,51-55,220000.0
2,United States Dollars (USD),31-35,Married,,2.0,2500000.0,10.0,41-45,200000.0
1,United States Dollars (USD),36-40,"Single, never married",,,1200000.0,45.0,46-50,155000.0
1,United States Dollars (USD),31-35,Married,2.0,2.0,,,,
2,United States Dollars (USD),36-40,Married,2.0,0.0,3000000.0,33.0,51-55,
2,United States Dollars (USD),41-45,Married,,,1500000.0,80.0,46-50,8000.0
1,United States Dollars (USD),31-35,Married,2.0,3.0,2100000.0,36.0,51-55,225000.0
2,United States Dollars (USD),41-45,Married,3.0,0.0,,,46-50,500000.0
1,Canadian Dollars (CAD),31-35,"In a relationship, but not married",,,1125000.0,80.0,31-35,120000.0
1,United States Dollars (USD),36-40,Married,2.0,0.0,1500000.0,28.4,56-60,156000.0
1,United States Dollars (USD),31-35,Married,,,1000000.0,19.0,41-45,148000.0
2,United States Dollars (USD),56-60,Married,,,5000000.0,70.0,61-65,150000.0
2,Canadian Dollars (CAD),41-45,Married,1.0,0.0,3750000.0,50.0,51-55,
1,United States Dollars (USD),,,,,,,,
1,British Pound Sterling (GBP),46-50,Married,2.0,0.0,2860000.0,60.0,51-55,296400.0
2,United States Dollars (USD),31-35,Married,,,1600000.0,4.0,46-50,118100.0
1,United States Dollars (USD),26-30,"Single, never married",,2.0,1500000.0,20.0,46-50,115000.0
2,United States Dollars (USD),26-30,Married,,,,,41-45,200000.0
2,United States Dollars (USD),31-35,Married,,2.0,1500000.0,3.7,61-65,141000.0
2,United States Dollars (USD),36-40,Married,1.0,1.0,,,41-45,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,1250000.0,20.0,46-50,160200.0
1,United States Dollars (USD),31-35,"Single, never married",,,,,,
1,United States Dollars (USD),36-40,"In a relationship, but not married",,,1000000.0,79.0,41-45,75650.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,2000000.0,33.0,51-55,176000.0
1,United States Dollars (USD),36-40,Married,,2.0,1500000.0,50.0,41-45,111000.0
1,United States Dollars (USD),36-40,Married,,2.0,,,41-45,105312.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,6000000.0,2.0,46-50,750000.0
1,United States Dollars (USD),26-30,"Single, never married",,,2000000.0,2.0,46-50,
1,United States Dollars (USD),26-30,"Single, never married",,,500000.0,24.0,31-35,120000.0
1,United States Dollars (USD),31-35,Married,,3.0,2100000.0,8.0,56-60,152680.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,3125000.0,54.0,51-55,405000.0
1,United States Dollars (USD),36-40,"Single, never married",,,,,,
1,United States Dollars (USD),41-45,Divorced,,,,,61-65,
1,United States Dollars (USD),21-25,"Single, never married",,,,,,
3,United States Dollars (USD),21-25,"Single, never married",,,,,,
1,United States Dollars (USD),21-25,"Single, never married",,,2500000.0,4.0,46-50,96000.0
2,United States Dollars (USD),41-45,Married,,,3300000.0,85.0,41-45,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,3.0,4000000.0,30.0,36-40,400000.0
2,United States Dollars (USD),46-50,Divorced - Remarried,,,,,51-55,
2,United States Dollars (USD),31-35,Married,1.0,0.0,,,,
2,United States Dollars (USD),36-40,Married,,,,,,
1,United States Dollars (USD),26-30,Married,2.0,1.0,1500000.0,15.0,41-45,100000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,1000000.0,20.0,46-50,117000.0
2,United States Dollars (USD),36-40,Married,,,1000000.0,5.0,56-60,
2,United States Dollars (USD),26-30,Married,,2.0,2500000.0,2.0,51-55,
1,United States Dollars (USD),31-35,"Single, never married",,,1000000.0,40.0,36-40,100000.0
2,United States Dollars (USD),36-40,Married,,,5000000.0,75.0,41-45,
2,United States Dollars (USD),31-35,Married,,,,,,
2,Euros (EUR),31-35,Married,,1.0,770000.0000000001,5.0,56-60,71500.0
2,United States Dollars (USD),31-35,Married,,,,,,
2,United States Dollars (USD),36-40,Married,,,3000000.0,25.0,51-55,250000.0
2,United States Dollars (USD),36-40,"In a relationship, but not married",,,,,,
1,United States Dollars (USD),31-35,Married,1.0,2.0,,,,
1,United States Dollars (USD),36-40,"In a relationship, but not married",,,,,41-45,108000.0
1,United States Dollars (USD),26-30,"Single, never married",,2.0,,,,
2,United States Dollars (USD),31-35,Married,1.0,0.0,2500000.0,39.0,41-45,297000.0
1,British Pound Sterling (GBP),26-30,"Single, never married",,,780000.0,2.0,36-40,
2,United States Dollars (USD),31-35,Married,,,1500000.0,33.0,46-50,92000.0
1,United States Dollars (USD),56-60,"Single, never married",,,,,,
1,United States Dollars (USD),21-25,"Single, never married",,,2500000.0,4.0,46-50,
1,United States Dollars (USD),41-45,"Single, never married",,,1000000.0,55.0,46-50,75000.0
1,United States Dollars (USD),36-40,Married,2.0,0.0,4000000.0,60.0,46-50,280000.0
2,United States Dollars (USD),31-35,"In a relationship, but not married",,1.0,,,,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,,,,
1,United States Dollars (USD),31-35,"In a relationship, but not married",,2.0,2500000.0,44.0,36-40,190000.0
1,United States Dollars (USD),21-25,"In a relationship, but not married",,3.0,,,,
1,United States Dollars (USD),31-35,"In a relationship, but not married",,3.0,2000000.0,15.0,61-65,250000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,1500000.0,26.0,51-55,120000.0
2,United States Dollars (USD),36-40,Married,,,2000000.0,47.5,46-50,100600.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,2500000.0,30.0,61-65,194000.0
2,United States Dollars (USD),46-50,Married,2.0,0.0,,,51-55,400000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,1000000.0,62.0,31-35,115000.0
2,United States Dollars (USD),,,,,,,,
2,United States Dollars (USD),36-40,"In a relationship, but not married",,,2500000.0,36.0,51-55,
2,United States Dollars (USD),36-40,Married,,,,,,
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,,,31-35,
2,United States Dollars (USD),41-45,Married,2.0,0.0,2000000.0,60.0,56-60,338445.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,1500000.0,32.0,51-55,110000.0
2,United States Dollars (USD),31-35,"In a relationship, but not married",,,5000000.0,11.0,51-55,229000.0
2,United States Dollars (USD),26-30,"In a relationship, but not married",,,2000000.0,20.0,46-50,60000.0
1,United States Dollars (USD),36-40,"Single, never married",,,1100000.0,31.0,46-50,135000.0
2,United States Dollars (USD),26-30,Married,,1.0,3000000.0,15.0,56-60,160000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,3000000.0,20.0,41-45,240000.0
2,United States Dollars (USD),36-40,"In a relationship, but not married",,,600000.0,75.0,41-45,73000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,,,31-35,500000.0
1,Canadian Dollars (CAD),46-50,Married,2.0,0.0,,,,0.0
1,United States Dollars (USD),36-40,"Single, never married",,2.0,,,36-40,182000.0
2,United States Dollars (USD),26-30,Married,,,3000000.0,30.0,36-40,270000.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,,,,
1,United States Dollars (USD),31-35,"Single, never married",,2.0,1000000.0,20.0,46-50,100000.0
1,United States Dollars (USD),41-45,Married,2.0,0.0,5000000.0,50.0,56-60,
2,United States Dollars (USD),31-35,Married,1.0,1.0,2500000.0,20.0,51-55,310000.0
2,United States Dollars (USD),41-45,Married,2.0,0.0,,,,
2,United States Dollars (USD),41-45,Married,2.0,0.0,1500000.0,60.0,51-55,200000.0
1,United States Dollars (USD),26-30,"Single, never married",,,1600000.0,21.0,36-40,
2,United States Dollars (USD),31-35,Married,,,2000000.0,50.0,41-45,
1,United States Dollars (USD),26-30,"Single, never married",,2.0,,,31-35,
2,United States Dollars (USD),36-40,Married,1.0,1.0,,,36-40,470000.0
2,United States Dollars (USD),26-30,Married,1.0,0.0,2100000.0,14.0,46-50,
2,United States Dollars (USD),36-40,Married,1.0,1.0,,,,
2,United States Dollars (USD),31-35,Married,,2.0,8000000.0,50.0,41-45,300000.0
2,United States Dollars (USD),31-35,Married,,,4000000.0,15.0,46-50,380000.0
2,United States Dollars (USD),31-35,Married,,2.0,3500000.0,40.0,51-55,215000.0
2,United States Dollars (USD),31-35,Married,,,5000000.0,80.0,36-40,400000.0
1,United States Dollars (USD),31-35,"Single, never married",,1.0,2500000.0,40.0,46-50,189000.0
2,United States Dollars (USD),41-45,Married,2.0,0.0,2500000.0,70.0,46-50,231000.0
2,United States Dollars (USD),31-35,"In a relationship, but not married",1.0,1.0,1000000.0,75.0,41-45,180000.0
1,United States Dollars (USD),31-35,Married,2.0,2.0,2250000.0,60.0,41-45,430000.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,2000000.0,50.0,41-45,
2,United States Dollars (USD),41-45,Married,,,,,46-50,
1,United States Dollars (USD),26-30,"Single, never married",,,,,26-30,290000.0
2,United States Dollars (USD),31-35,Married,2.0,0.0,2000000.0,37.0,41-45,232600.0
2,United States Dollars (USD),31-35,"In a relationship, but not married",,,3500000.0,23.0,46-50,249000.0
1,United States Dollars (USD),41-45,Married,1.0,0.0,4000000.0,40.0,56-60,440000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,2.0,,,,
2,United States Dollars (USD),56-60,Married,3.0,0.0,,,56-60,
1,United States Dollars (USD),41-45,"In a relationship, but not married",,,3800000.0,50.0,46-50,275000.0
2,United States Dollars (USD),41-45,Married,2.0,0.0,2000000.0,60.0,56-60,155000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,,,41-45,550000.0
1,United States Dollars (USD),31-35,"In a relationship, but not married",,,1000000.0,65.0,36-40,187000.0
1,Canadian Dollars (CAD),46-50,"Single, never married",,,750000.0,80.0,46-50,94500.0
2,United States Dollars (USD),36-40,Married,,,2000000.0,44.0,46-50,325000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,1500000.0,15.0,51-55,43200.0
1,United States Dollars (USD),31-35,"Single, never married",,,1200000.0,55.0,41-45,130000.0
2,United States Dollars (USD),31-35,Married,,2.0,3000000.0,16.0,46-50,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,3.0,3000000.0,1.0,56-60,90000.0
1,United States Dollars (USD),26-30,"Single, never married",,1.0,3000000.0,16.0,36-40,300000.0
2,United States Dollars (USD),61-65,Married,2.0,0.0,,,,
2,United States Dollars (USD),46-50,Married,2.0,0.0,,,51-55,
2,United States Dollars (USD),41-45,Married,1.0,0.0,,,46-50,
1,United States Dollars (USD),31-35,"Single, never married",,,3000000.0,23.0,41-45,341000.0
2,United States Dollars (USD),31-35,Married,2.0,0.0,,,,
2,United States Dollars (USD),31-35,"In a relationship, but not married",,,,,,
2,United States Dollars (USD),31-35,"In a relationship, but not married",,,750000.0,28.0,51-55,165000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,1.0,1500000.0,21.0,46-50,150000.0
2,United States Dollars (USD),31-35,Married,,2.0,5000000.0,85.0,41-45,835000.0
1,United States Dollars (USD),41-45,Married,,,,,,
2,United States Dollars (USD),41-45,Married,,1.0,4000000.0,30.0,51-55,240000.0
2,United States Dollars (USD),36-40,Married,2.0,2.0,,,,
1,United States Dollars (USD),,,,,,,,
1,United States Dollars (USD),41-45,"In a relationship, but not married",,,5000000.0,50.0,Undecided,515000.0
1,Euros (EUR),31-35,"In a relationship, but not married",,,396000.00000000006,35.0,36-40,
2,United States Dollars (USD),41-45,Married,2.0,0.0,,,51-55,560000.0
1,United States Dollars (USD),,,,,,,,
2,United States Dollars (USD),41-45,Married,,,4000000.0,85.0,41-45,
1,United States Dollars (USD),26-30,Married,2.0,1.0,,,,
1,United States Dollars (USD),26-30,Married,2.0,1.0,10000000.0,30.0,61-65,650000.0
2,United States Dollars (USD),36-40,Married,,,1250000.0,16.0,46-50,117643.0
2,United States Dollars (USD),41-45,"In a relationship, but not married",,,100000.0,22.0,46-50,185000.0
2,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,2500000.0,25.0,46-50,
1,United States Dollars (USD),31-35,Divorced,,,2500000.0,20.0,41-45,175000.0
2,United States Dollars (USD),31-35,Married,,,1625000.0,13.0,51-55,
2,United States Dollars (USD),26-30,Married,,,2500000.0,15.0,36-40,195000.0
2,United States Dollars (USD),31-35,Married,,1.0,3500000.0,21.0,41-45,155000.0
2,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,,,,
1,United States Dollars (USD),41-45,Married,2.0,0.0,,,,0.0
1,United States Dollars (USD),36-40,Married,2.0,0.0,,,,
1,United States Dollars (USD),36-40,Married,2.0,0.0,5000000.0,60.0,46-50,
1,Euros (EUR),26-30,"Single, never married",,,1650000.0000000002,10.0,36-40,
2,United States Dollars (USD),31-35,Married,2.0,0.0,3000000.0,10.0,51-55,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,1500000.0,30.0,36-40,150000.0
1,United States Dollars (USD),26-30,"Single, never married",,3.0,2500000.0,8.0,41-45,201000.0
1,United States Dollars (USD),31-35,"Single, never married",,,2000000.0,70.0,36-40,
2,United States Dollars (USD),26-30,Married,,,2000000.0,40.0,36-40,
1,United States Dollars (USD),36-40,Married,1.0,1.0,,,,
2,United States Dollars (USD),31-35,Married,,,,,,
2,United States Dollars (USD),26-30,Married,,2.0,,,,
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,2500000.0,4.0,41-45,95000.0
2,United States Dollars (USD),31-35,Married,,,1000000.0,65.0,31-35,160000.0
2,United States Dollars (USD),31-35,"In a relationship, but not married",,,1500000.0,45.0,41-45,206000.0
1,United States Dollars (USD),31-35,"Single, never married",,,600000.0,15.0,46-50,100000.0
1,United States Dollars (USD),36-40,"In a relationship, but not married",,,1750000.0,40.0,41-45,395000.0
1,United States Dollars (USD),31-35,Married,1.0,1.0,3000000.0,33.0,51-55,185000.0
2,United States Dollars (USD),36-40,Married,2.0,0.0,1200000.0,30.0,46-50,165000.0
1,United States Dollars (USD),56-60,"Single, never married",,,,,56-60,240000.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,2500000.0,26.0,36-40,300000.0
2,United States Dollars (USD),31-35,Married,,2.0,5000000.0,24.0,51-55,450000.0
1,United States Dollars (USD),26-30,"Single, never married",,3.0,1500000.0,30.0,56-60,95000.0
1,United States Dollars (USD),31-35,Married,,,2500000.0,40.0,51-55,275000.0
1,United States Dollars (USD),31-35,Divorced - Remarried,3.0,0.0,,,,
1,United States Dollars (USD),51-55,Widowed,2.0,0.0,,,Undecided,27000.0
2,United States Dollars (USD),36-40,Married,,,2000000.0,21.0,51-55,74783.0
2,United States Dollars (USD),31-35,Married,1.0,0.0,3500000.0,67.0,41-45,350000.0
1,United States Dollars (USD),31-35,Married,,,1500000.0,10.0,46-50,112500.0
1,United States Dollars (USD),26-30,"Single, never married",,2.0,,,,
1,United States Dollars (USD),31-35,"Single, never married",,,850000.0,85.0,31-35,143400.0
1,United States Dollars (USD),26-30,"Single, never married",,,2000000.0,40.0,41-45,220000.0
2,United States Dollars (USD),36-40,Married,3.0,0.0,,,,
1,United States Dollars (USD),26-30,Married,,4.0,400000.0,2.0,46-50,43705.0
1,United States Dollars (USD),56-60,Married,2.0,0.0,,,61-65,210000.0
2,United States Dollars (USD),31-35,Married,2.0,0.0,2500000.0,20.0,56-60,173000.0
1,United States Dollars (USD),31-35,Divorced,,3.0,2500000.0,60.0,41-45,330000.0
1,Euros (EUR),31-35,Married,1.0,1.0,1100000.0,74.0,36-40,154000.0
1,Canadian Dollars (CAD),46-50,"Single, never married",,,1125000.0,78.0,51-55,127500.0
2,United States Dollars (USD),31-35,Married,2.0,0.0,1250000.0,80.0,36-40,240000.0
1,United States Dollars (USD),26-30,"Single, never married",,,5000000.0,14.0,46-50,450000.0
1,United States Dollars (USD),41-45,Divorced - Remarried,1.0,1.0,,,46-50,350000.0
2,United States Dollars (USD),41-45,Married,,,,20.0,56-60,
2,United States Dollars (USD),31-35,Married,2.0,0.0,2500000.0,50.0,41-45,210000.0
2,United States Dollars (USD),36-40,Married,,2.0,2400000.0,60.0,46-50,
1,United States Dollars (USD),21-25,"In a relationship, but not married",,1.0,,,,
1,British Pound Sterling (GBP),26-30,Married,,,2210000.0,8.0,46-50,
1,United States Dollars (USD),31-35,"Single, never married",,,1400000.0,61.0,41-45,210000.0
2,United States Dollars (USD),31-35,Married,1.0,1.0,2500000.0,50.0,51-55,
1,United States Dollars (USD),31-35,"Single, never married",,,2000000.0,18.0,46-50,151000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,2500000.0,15.0,46-50,
2,United States Dollars (USD),31-35,Married,,2.0,2600000.0,15.3,41-45,
1,United States Dollars (USD),41-45,Married,,2.0,3000000.0,40.0,56-60,190000.0
1,United States Dollars (USD),26-30,"Single, never married",,,2000000.0,40.0,41-45,203000.0
1,United States Dollars (USD),26-30,"Single, never married",,,2000000.0,25.0,46-50,130000.0
2,United States Dollars (USD),31-35,Married,,,,,,
1,United States Dollars (USD),36-40,"Divorced - In a relationship, but not married",2.0,0.0,,,51-55,70000.0
1,United States Dollars (USD),41-45,"In a relationship, but not married",,,750000.0,73.0,46-50,98000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,,1650000.0,18.0,56-60,120000.0
2,Euros (EUR),26-30,"In a relationship, but not married",,,1320000.0,16.0,46-50,88000.0
1,United States Dollars (USD),36-40,"Single, never married",,,,,41-45,230000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,3.0,,,,
1,United States Dollars (USD),26-30,"Single, never married",,,1500000.0,20.0,46-50,148000.0
1,United States Dollars (USD),46-50,Married,2.0,0.0,,,46-50,
1,United States Dollars (USD),21-25,"Single, never married",,2.0,1250000.0,6.0,41-45,80000.0
2,Euros (EUR),31-35,Married,,2.0,,,,0.0
2,United States Dollars (USD),31-35,Married,,,2000000.0,25.0,51-55,360000.0
2,Euros (EUR),46-50,Married,2.0,1.0,,,51-55,160600.0
2,United States Dollars (USD),41-45,Married,,,,,41-45,
2,United States Dollars (USD),31-35,Married,,2.0,6000000.0,30.0,51-55,250000.0
2,United States Dollars (USD),26-30,Married,,,1000000.0,1.0,51-55,65000.0
1,United States Dollars (USD),21-25,"In a relationship, but not married",,2.0,3000000.0,18.0,Undecided,135000.0
2,United States Dollars (USD),36-40,Married,,2.0,,,,
2,United States Dollars (USD),36-40,Married,,2.0,7000000.0,31.0,46-50,1350000.0
1,United States Dollars (USD),36-40,Married,2.0,0.0,2500000.0,80.0,41-45,300000.0
2,United States Dollars (USD),26-30,Married,,2.0,5000000.0,13.0,41-45,180000.0
2,United States Dollars (USD),36-40,Married,1.0,1.0,3000000.0,55.0,46-50,200000.0
1,United States Dollars (USD),46-50,"Widowed - In a relationship, but not married",,,2500000.0,88.0,51-55,170000.0
2,United States Dollars (USD),31-35,Married,1.0,0.0,3000000.0,64.0,36-40,
2,United States Dollars (USD),,,,,,,,
1,Euros (EUR),31-35,"Single, never married",,,786507.7000000001,11.0,46-50,77273.90000000001
1,United States Dollars (USD),26-30,"In a relationship, but not married",,3.0,2500000.0,19.0,41-45,165000.0
1,United States Dollars (USD),41-45,Married,3.0,,5000000.0,30.0,51-55,400000.0
1,United States Dollars (USD),26-30,"In a relationship, but not married",,3.0,,,,
1,United States Dollars (USD),51-55,Married,2.0,0.0,,,,
1,United States Dollars (USD),36-40,"In a relationship, but not married",,,5000000.0,50.0,41-45,220000.0
1,United States Dollars (USD),51-55,Married,2.0,0.0,4500000.0,69.0,56-60,275000.0
2,United States Dollars (USD),31-35,Married,2.0,1.0,5000000.0,30.0,51-55,300000.0
2,United States Dollars (USD),,,,,,,,
1,United States Dollars (USD),36-40,Married,1.0,0.0,2000000.0,80.0,41-45,180000.0
2,United States Dollars (USD),26-30,"In a relationship, but not married",,2.0,2000000.0,25.0,41-45,318000.0
